"TL","pop","maturity"
497.74974974975,"original",0
355.267267267267,"original",0
205.936936936937,"original",0
409.864864864865,"original",1
522.576576576577,"original",1
767.317317317317,"original",1
599.54954954955,"original",1
205.765765765766,"original",0
142.108108108108,"original",0
310.46046046046,"original",0
212.757757757758,"original",0
713.677677677678,"original",1
336.071071071071,"original",0
253.135135135135,"original",0
146.207207207207,"original",0
669.397397397397,"original",1
130.396396396396,"original",0
350.576576576577,"original",0
630.696696696697,"original",1
139.765765765766,"original",0
662.33033033033,"original",1
130.981981981982,"original",0
368.898898898899,"original",0
164.945945945946,"original",0
383.925925925926,"original",0
697.631631631632,"original",1
614.112112112112,"original",1
166.702702702703,"original",0
681.585585585586,"original",1
322.722722722723,"original",0
303.225225225225,"original",0
310.46046046046,"original",0
602.528528528529,"original",1
670.45045045045,"original",1
311.108108108108,"original",0
690.458458458458,"original",1
162.018018018018,"original",0
573.56956956957,"original",1
130.981981981982,"original",0
437.108108108108,"original",0
378.36036036036,"original",0
663.247247247247,"original",1
617.271271271271,"original",1
229.91991991992,"original",0
315.730730730731,"original",0
597.263263263263,"original",1
121.027027027027,"original",0
444.366366366366,"original",1
351.405405405405,"original",0
757.231231231231,"original",1
697.631631631632,"original",1
330.486486486486,"original",0
687.299299299299,"original",1
503.867867867868,"original",1
804.714714714715,"original",1
674.384384384384,"original",1
365.594594594595,"original",0
339.401401401401,"original",0
247.013013013013,"original",0
502.264264264264,"original",1
633.447447447447,"original",1
231.826826826827,"original",0
721.92992992993,"original",1
765.941941941942,"original",1
141.522522522523,"original",0
512.354354354354,"original",1
387.143143143143,"original",0
153.234234234234,"original",0
704.674674674675,"original",1
142.108108108108,"original",0
160.846846846847,"original",0
291.810810810811,"original",0
743.019019019019,"original",1
273.778778778779,"original",0
421.216216216216,"original",1
457.397397397397,"original",1
116.927927927928,"original",0
594.104104104104,"original",1
138.009009009009,"original",0
369.57957957958,"original",0
657.287287287287,"original",1
251.465465465465,"original",0
315.081081081081,"original",0
527.387387387387,"original",1
140.351351351351,"original",0
255.980980980981,"original",0
647.123123123123,"original",1
660.972972972973,"original",1
495.315315315315,"original",1
266.786786786787,"original",0
401.467467467467,"original",0
374.675675675676,"original",0
129.225225225225,"original",0
208.308308308308,"original",0
725.209209209209,"original",1
354.732732732733,"original",0
408.414414414414,"original",0
429.007007007007,"original",0
146.792792792793,"original",0
544.084084084084,"original",1
289.540540540541,"original",0
739.351351351351,"original",1
689.379379379379,"original",1
476.072072072072,"original",1
550.928928928929,"original",1
557.773773773774,"original",1
313.823823823824,"original",0
171.972972972973,"original",0
300.801801801802,"original",0
401.307307307307,"original",0
599.54954954955,"original",1
644.650650650651,"original",1
207.672672672673,"original",0
692.564564564565,"original",1
590.944944944945,"original",1
156.162162162162,"original",0
748.062062062062,"original",1
658.866866866867,"original",1
493.657657657658,"original",1
320.756756756757,"original",0
481.951951951952,"original",1
643.071071071071,"original",1
239.454454454454,"original",0
280.770770770771,"original",0
502.798798798799,"original",0
743.019019019019,"original",1
358.783783783784,"original",0
128.63963963964,"original",0
185.425425425425,"original",0
338.844844844845,"original",0
614.650650650651,"original",1
434.734734734735,"original",0
735.683683683684,"original",1
324.72972972973,"original",0
380.351351351351,"original",0
307.121121121121,"original",0
626.570570570571,"original",1
584.1001001001,"original",1
404.14014014014,"original",0
678.348348348348,"original",1
711.385385385385,"original",1
312.243243243243,"original",0
596.21021021021,"original",1
706.800800800801,"original",1
583.513513513514,"original",1
662.788788788789,"original",1
527.651651651652,"original",1
268.162162162162,"original",0
306.831831831832,"original",0
637.279279279279,"original",1
230.555555555556,"original",0
712.302302302302,"original",1
608.232232232232,"original",1
321.324324324324,"original",0
347.483483483483,"original",0
177.243243243243,"original",0
198.90990990991,"original",0
401.921921921922,"original",0
405.273273273273,"original",0
125.126126126126,"original",0
598.842842842843,"original",1
533.801801801802,"original",1
126.297297297297,"original",0
227.377377377377,"original",0
149.720720720721,"original",0
524.714714714715,"original",1
675.715715715716,"original",1
457.363363363363,"original",0
519.369369369369,"original",1
645.825825825826,"original",1
649.493493493493,"original",1
145.036036036036,"original",0
283.948948948949,"original",0
491.039039039039,"original",1
453.621621621622,"original",1
693.617617617618,"original",1
582.520520520521,"original",1
298.216216216216,"original",0
387.162162162162,"original",0
676.542542542543,"original",1
349.702702702703,"original",0
286.528528528529,"original",0
362.756756756757,"original",0
137.423423423423,"original",0
546.096096096096,"original",0
663.605605605606,"original",1
272.507507507508,"original",0
342.972972972973,"original",0
670.582582582583,"original",1
150.306306306306,"original",0
385.039039039039,"original",0
765.483483483483,"original",1
786.286286286286,"original",1
516.297297297297,"original",1
353.315315315315,"original",0
291.537537537538,"original",0
764.108108108108,"original",1
139.765765765766,"original",0
480.882882882883,"original",0
351.972972972973,"original",0
515.093093093093,"original",1
423.403403403403,"original",0
384.31031031031,"original",0
678.834834834835,"original",1
741.185185185185,"original",1
564.804804804805,"original",1
481.417417417417,"original",1
385.443443443443,"original",1
649.915915915916,"original",1
632.690690690691,"original",1
543.557557557558,"original",0
264.266266266266,"original",0
292.847847847848,"original",0
369.75975975976,"original",0
514.024024024024,"original",0
410.372372372372,"original",0
606.498498498499,"original",1
704.966966966967,"original",1
710.992992992993,"original",1
696.256256256256,"original",1
325.297297297297,"original",0
138.594594594595,"original",0
130.981981981982,"original",0
757.327327327327,"original",1
410.938938938939,"original",0
282.063063063063,"original",0
420.004004004004,"original",0
387.821821821822,"original",0
323.594594594595,"original",0
420.004004004004,"original",0
623.58958958959,"original",1
263.608608608609,"original",0
685.253253253253,"original",1
336.522522522523,"original",0
783.653653653654,"original",1
712.046046046046,"original",1
358.318318318318,"original",0
380.860860860861,"original",0
136.252252252252,"original",0
129.810810810811,"original",0
367.87987987988,"original",0
306,"original",0
299.204204204204,"original",0
310.171171171171,"original",0
337.216216216216,"original",0
327.653653653654,"original",0
551.383383383383,"original",1
603.189189189189,"original",1
752.646646646647,"original",1
359.381381381381,"original",0
417.737737737738,"original",1
314.912912912913,"original",0
214.029029029029,"original",0
526.837837837838,"original",1
637.115115115115,"original",1
598.316316316316,"original",1
571.463463463463,"original",1
340.621621621622,"original",0
359.437437437437,"original",0
162.018018018018,"original",0
615.691691691692,"original",1
587.259259259259,"original",1
468.054054054054,"original",0
198.773773773774,"original",0
314.108108108108,"original",0
226.976976976977,"original",0
377.513513513514,"original",0
602.528528528529,"original",1
374.112112112112,"original",0
219.74974974975,"original",0
310.540540540541,"original",0
606.214214214214,"original",1
255.126126126126,"original",0
748.52052052052,"original",1
182.247247247247,"original",0
398.474474474475,"original",0
503.289289289289,"original",0
297.65965965966,"original",0
487.991991991992,"original",1
503.333333333333,"original",1
384.876876876877,"original",1
310.540540540541,"original",0
301.459459459459,"original",0
349.405405405405,"original",0
332.108108108108,"original",0
142.693693693694,"original",0
350.882882882883,"original",0
149.720720720721,"original",0
371.681681681682,"original",0
218.478478478478,"original",0
732.016016016016,"original",1
418.945945945946,"original",0
501.72972972973,"original",0
131.567567567568,"original",0
551.975975975976,"original",1
345.217217217217,"original",0
636.752752752753,"original",1
506.006006006006,"original",1
382.044044044044,"original",0
444.486486486486,"original",0
247.56956956957,"original",0
706.342342342342,"original",1
758.38038038038,"original",1
399.633633633634,"original",0
383.925925925926,"original",0
263.608608608609,"original",0
342.324324324324,"original",0
265.379379379379,"original",0
338.918918918919,"original",0
340.621621621622,"original",0
688.920920920921,"original",1
711.519519519519,"original",1
672.416416416416,"original",1
707.259259259259,"original",1
351.525525525526,"original",0
175.255255255255,"original",0
315.469469469469,"original",0
405.273273273273,"original",0
379.211211211211,"original",0
472.128128128128,"original",1
696.714714714715,"original",1
269.831831831832,"original",0
264.266266266266,"original",0
701.757757757758,"original",1
270.600600600601,"original",0
429.509509509509,"original",0
380.344344344344,"original",0
355.267267267267,"original",0
388.408408408408,"original",0
548.296296296296,"original",1
344.650650650651,"original",0
366.672672672673,"original",0
444.932932932933,"original",0
139.765765765766,"original",0
395.108108108108,"original",0
585.117117117117,"original",1
519.863863863864,"original",1
566.942942942943,"original",1
668.726726726727,"original",1
322.554554554555,"original",0
414.600600600601,"original",0
277.621621621622,"original",0
708.176176176176,"original",1
353.868868868869,"original",0
720.554554554555,"original",1
344.41041041041,"original",0
683.877877877878,"original",1
498.522522522523,"original",1
446.26026026026,"original",0
373.545545545546,"original",0
282.162162162162,"original",0
326.044044044044,"original",0
207.672672672673,"original",0
287.085085085085,"original",0
477.141141141141,"original",1
337.783783783784,"original",0
695.197197197197,"original",1
397.907907907908,"original",0
720.554554554555,"original",1
357.767767767768,"original",0
583.513513513514,"original",1
177.243243243243,"original",0
137.423423423423,"original",0
478.21021021021,"original",0
750.354354354354,"original",1
755.221221221221,"original",1
712.572572572573,"original",1
825.083083083083,"original",1
682.034034034034,"original",1
515.651651651652,"original",1
283.745745745746,"original",0
614.112112112112,"original",1
659.121121121121,"original",1
359.437437437437,"original",0
135.666666666667,"original",0
440.966966966967,"original",1
142.108108108108,"original",0
383.369369369369,"original",0
585.117117117117,"original",1
311.916916916917,"original",0
690.458458458458,"original",1
438.654654654655,"original",0
653.161161161161,"original",1
467.189189189189,"original",0
325.297297297297,"original",0
315.095095095095,"original",0
316.026026026026,"original",0
652.022022022022,"original",1
598.146146146146,"original",0
123.954954954955,"original",0
467.595595595596,"original",1
291.537537537538,"original",0
252.578578578579,"original",0
345.72972972973,"original",0
210.215215215215,"original",0
154.405405405405,"original",0
422.836836836837,"original",0
324.374374374374,"original",0
314.513513513514,"original",0
438.243243243243,"original",0
685.711711711712,"original",1
604.894894894895,"original",1
748.376376376376,"original",1
298.568568568569,"original",1
512.42042042042,"original",0
353.149149149149,"original",0
349.975975975976,"original",0
231.826826826827,"original",0
571.98998998999,"original",0
503.289289289289,"original",1
324.798798798799,"original",0
409.805805805806,"original",1
354.09009009009,"original",0
374.112112112112,"original",0
300.998998998999,"original",0
432,"original",0
625.169169169169,"original",1
312.13013013013,"original",0
275.685685685686,"original",0
367.313313313313,"original",0
139.765765765766,"original",0
349.702702702703,"original",0
675.189189189189,"original",1
487.297297297297,"original",1
260.926926926927,"original",0
336.152152152152,"original",0
395.185185185185,"original",0
388.842842842843,"original",0
303.653653653654,"original",0
326.536536536537,"original",0
248.126126126126,"original",0
374.112112112112,"original",0
600.438438438438,"original",1
449.87987987988,"original",1
322.722722722723,"original",0
314.513513513514,"original",0
167.873873873874,"original",0
729.265265265265,"original",1
119.27027027027,"original",0
331.61961961962,"original",0
148.54954954955,"original",0
373.907907907908,"original",0
303.72972972973,"original",0
716.886886886887,"original",1
358.318318318318,"original",0
526.182182182182,"original",1
583.513513513514,"original",1
684.794794794795,"original",1
192.468468468468,"original",0
223.563563563564,"original",0
142.108108108108,"original",0
681.585585585586,"original",1
280.406406406406,"original",0
282.632632632633,"original",0
798.034034034034,"original",1
361.647647647648,"original",0
317.918918918919,"original",0
335.513513513514,"original",0
697.631631631632,"original",1
199.409409409409,"original",0
765.78978978979,"original",1
560.932932932933,"original",1
462.708708708709,"original",0
706.800800800801,"original",1
401.307307307307,"original",0
587.255255255255,"original",1
448.276276276276,"original",0
330.972972972973,"original",0
283.745745745746,"original",0
226.741741741742,"original",0
577.099099099099,"original",1
237.551551551552,"original",0
313.7997997998,"original",0
541.977977977978,"original",1
240.725725725726,"original",0
692.038038038038,"original",1
277.623623623624,"original",0
780.612612612613,"original",1
457.391391391391,"original",0
293.207207207207,"original",0
133.90990990991,"original",0
223.563563563564,"original",0
617.271271271271,"original",1
203.858858858859,"original",0
262.337337337337,"original",0
644.650650650651,"original",1
316.582582582583,"original",0
542.888888888889,"original",1
377.511511511512,"original",0
403.007007007007,"original",0
690.296296296296,"original",1
526.126126126126,"original",1
655.453453453453,"original",1
505.471471471471,"original",0
400.905905905906,"original",0
400.783783783784,"original",0
136.837837837838,"original",0
681.191191191191,"original",1
612.358358358358,"original",1
706.780780780781,"original",1
640.708708708709,"original",1
337.977977977978,"original",0
634.646646646647,"original",1
426.236236236236,"original",1
375.021021021021,"original",0
482.486486486487,"original",1
571.98998998999,"original",1
481.951951951952,"original",0
212.757757757758,"original",0
280.891891891892,"original",0
800.326326326326,"original",1
453.087087087087,"original",1
294.754754754755,"original",0
257.587587587588,"original",0
228.648648648649,"original",0
142.693693693694,"original",0
644.124124124124,"original",1
132.153153153153,"original",0
123.369369369369,"original",0
228.013013013013,"original",0
154.405405405405,"original",0
376.252252252252,"original",0
310.01001001001,"original",0
308.837837837838,"original",0
313.945945945946,"original",0
362.214214214214,"original",0
313.945945945946,"original",0
392.808808808809,"original",0
558.3003003003,"original",1
344.084084084084,"original",0
503.333333333333,"original",1
546.630630630631,"original",1
249.624624624625,"original",0
601.153153153153,"original",1
596.770770770771,"original",1
643.533533533534,"original",1
137.423423423423,"original",0
393.941941941942,"original",0
158.504504504504,"original",0
781.071071071071,"original",1
376.114114114114,"original",0
715.731731731732,"original",1
125.126126126126,"original",0
513.487487487487,"original",1
159.675675675676,"original",0
311.916916916917,"original",0
775.56956956957,"original",1
371.667667667668,"original",0
614.112112112112,"original",1
601.153153153153,"original",1
344.966966966967,"original",0
534.870870870871,"original",1
235.005005005005,"original",0
635.6996996997,"original",1
127.468468468468,"original",0
381.477477477477,"original",0
282.076076076076,"original",0
309.297297297297,"original",0
357.93993993994,"original",0
787.947947947948,"original",1
251.465465465465,"original",0
725.209209209209,"original",1
269.831831831832,"original",0
382.812812812813,"original",0
352.758758758759,"original",0
397.283283283283,"original",0
523.645645645646,"original",0
266.492492492492,"original",0
320.189189189189,"original",0
222.292292292292,"original",0
530.756756756757,"original",1
650.864864864865,"original",1
266.492492492492,"original",0
560.932932932933,"original",1
134.495495495496,"original",0
580.414414414414,"original",1
201.837837837838,"original",0
263.065065065065,"original",0
686.772772772773,"original",1
307.135135135135,"original",0
137.423423423423,"original",0
287.762762762763,"original",0
580.840840840841,"original",1
312.922922922923,"original",0
683.419419419419,"original",1
681.585585585586,"original",1
651.495495495496,"original",1
321.591591591592,"original",0
642.018018018018,"original",1
473.54954954955,"original",1
688.816816816817,"original",1
460.945945945946,"original",1
276.321321321321,"original",0
374.464464464464,"original",0
716.784784784785,"original",1
653.161161161161,"original",1
447.741741741742,"original",0
140.351351351351,"original",0
311.017017017017,"original",0
596.770770770771,"original",1
276.510510510511,"original",0
289.311311311311,"original",0
342.891891891892,"original",0
322.704704704705,"original",0
395.357357357357,"original",0
301.459459459459,"original",0
330.496496496496,"original",0
324.374374374374,"original",0
136.837837837838,"original",0
410.372372372372,"original",1
239.315315315315,"original",0
360.225225225225,"original",0
325.981981981982,"original",0
367.297297297297,"original",0
354.810810810811,"original",0
366.18018018018,"original",0
248.682682682683,"original",0
509.213213213213,"original",1
437.108108108108,"original",0
320.189189189189,"original",0
602.528528528529,"original",1
288.972972972973,"original",1
331.60960960961,"original",0
262.337337337337,"original",0
187.967967967968,"original",0
514.540540540541,"original",0
540.216216216216,"original",1
586.684684684685,"original",1
341.189189189189,"original",0
679.927927927928,"original",1
118.684684684685,"original",0
580.840840840841,"original",1
421.54954954955,"original",0
389.409409409409,"original",0
398.513513513514,"original",0
313.188188188188,"original",0
596.876876876877,"original",1
354.848848848849,"original",0
124.540540540541,"original",0
366.72972972973,"original",0
586.720720720721,"original",1
330.405405405405,"original",0
297.297297297297,"original",0
524.714714714715,"original",1
140.936936936937,"original",0
299.204204204204,"original",0
531.447447447447,"original",1
469.295295295295,"original",0
645.825825825826,"original",1
126.297297297297,"original",0
365.613613613614,"original",0
149.720720720721,"original",0
227.377377377377,"original",0
410.938938938939,"original",0
352.540540540541,"original",0
664.164164164164,"original",1
191.297297297297,"original",0
529.341341341341,"original",1
738.898898898899,"original",1
560.094094094094,"original",1
408.106106106106,"original",1
231.826826826827,"original",0
484.09009009009,"original",0
722.576576576577,"original",1
543.031031031031,"original",1
485.159159159159,"original",0
424.054054054054,"original",0
403.375375375375,"original",0
752.646646646647,"original",1
770.526526526527,"original",1
364.459459459459,"original",0
371.90990990991,"original",0
604.138138138138,"original",1
608.32032032032,"original",1
714.678678678679,"original",1
201.837837837838,"original",0
145.036036036036,"original",0
510.816816816817,"original",1
576.728728728729,"original",1
130.396396396396,"original",0
149.720720720721,"original",0
291.95995995996,"original",0
463.063063063063,"original",1
511.351351351351,"original",1
621.527527527528,"original",1
684.666666666667,"original",1
282.076076076076,"original",0
487.831831831832,"original",0
481.631631631632,"original",0
501.195195195195,"original",1
595.807807807808,"original",1
696.714714714715,"original",1
234.369369369369,"original",0
793.44944944945,"original",1
687.087087087087,"original",1
758.606606606607,"original",1
232.542542542543,"original",0
587.143143143143,"original",1
657.287287287287,"original",1
570.936936936937,"original",1
205.351351351351,"original",0
516.162162162162,"original",0
694.422422422422,"original",1
253.691691691692,"original",0
499.323323323323,"original",1
137.423423423423,"original",0
466.984984984985,"original",0
447.765765765766,"original",1
334.452452452452,"original",0
302.382382382382,"original",0
363.403403403403,"original",0
525.249249249249,"original",1
595.157157157157,"original",1
460.570570570571,"original",0
727.88988988989,"original",1
348,"original",0
134.495495495496,"original",0
470.192192192192,"original",0
600.422422422422,"original",1
279.4994994995,"original",0
558.924924924925,"original",1
322.704704704705,"original",0
551.981981981982,"original",1
385.459459459459,"original",0
388.864864864865,"original",0
289.540540540541,"original",0
203.858858858859,"original",0
309.374374374374,"original",0
490.378378378378,"original",0
304.297297297297,"original",0
373.907907907908,"original",0
392.242242242242,"original",0
624.278278278278,"original",1
164.945945945946,"original",0
150.891891891892,"original",0
221.656656656657,"original",0
139.18018018018,"original",0
449.87987987988,"original",0
651.327327327327,"original",1
595.683683683684,"original",1
243.673673673674,"original",0
403.054054054054,"original",0
376.252252252252,"original",1
664.132132132132,"original",1
421.783783783784,"original",1
518.284284284284,"original",1
386.01001001001,"original",0
633.447447447447,"original",1
701.515515515516,"original",1
386.01001001001,"original",0
277.623623623624,"original",0
128.63963963964,"original",0
200.081081081081,"original",0
339.486486486486,"original",0
288.198198198198,"original",0
787.031031031031,"original",1
690.754754754755,"original",1
359.437437437437,"original",0
302.027027027027,"original",0
328.135135135135,"original",0
643.381381381381,"original",1
308.738738738739,"original",0
374.844844844845,"original",0
240.725725725726,"original",0
538.078078078078,"original",1
595.157157157157,"original",1
375.171171171171,"original",0
357.603603603604,"original",0
248.353353353353,"original",0
139.18018018018,"original",0
630.552552552553,"original",1
638.948948948949,"original",1
594.936936936937,"original",1
523.54954954955,"original",1
194.324324324324,"original",0
298.216216216216,"original",0
309.374374374374,"original",0
347.74974974975,"original",0
731.527527527528,"original",1
584.392392392392,"original",1
231.826826826827,"original",0
346.864864864865,"original",0
495.84984984985,"original",1
818.206206206206,"original",1
225.47047047047,"original",0
235.005005005005,"original",0
248.682682682683,"original",0
660.446446446446,"original",1
606.398398398398,"original",1
665.185185185185,"original",1
286.528528528529,"original",0
580.306306306306,"original",1
155.576576576577,"original",0
597.339339339339,"original",0
344.576576576577,"original",0
292.847847847848,"original",0
313.945945945946,"original",0
279.4994994995,"original",0
429.635635635636,"original",0
532.198198198198,"original",1
254.074074074074,"original",0
292.378378378378,"original",0
478.21021021021,"original",1
264.87987987988,"original",0
312.810810810811,"original",0
503.867867867868,"original",1
601.813813813814,"original",1
293.763763763764,"original",0
290.305305305305,"original",0
516,"original",1
534.08008008008,"original",1
357.648648648649,"original",0
798.950950950951,"original",1
409.239239239239,"original",0
721.013013013013,"original",1
580.306306306306,"original",1
697.631631631632,"original",1
594.104104104104,"original",1
341.189189189189,"original",0
595.807807807808,"original",1
616.942942942943,"original",1
145.621621621622,"original",0
679.293293293293,"original",1
419.411411411411,"original",0
559.702702702703,"original",1
689.379379379379,"original",1
401.541541541542,"original",0
246.446446446446,"original",0
635.173173173173,"original",1
317.637637637638,"original",0
599.521521521522,"original",1
368.630630630631,"original",0
661.871871871872,"original",1
306.196196196196,"original",0
425.66966966967,"original",0
612.006006006006,"original",1
224.199199199199,"original",0
236.276276276276,"original",0
292.094094094094,"original",0
765.941941941942,"original",1
385.039039039039,"original",0
379.777777777778,"original",0
650.968968968969,"original",1
568.546546546547,"original",1
463.62962962963,"original",1
472.694694694695,"original",1
493.711711711712,"original",1
122.783783783784,"original",0
593.66966966967,"original",1
686.246246246246,"original",1
556.194194194194,"original",1
144.45045045045,"original",0
515.126126126126,"original",1
811.787787787788,"original",1
249.795795795796,"original",0
382.621621621622,"original",0
215.3003003003,"original",0
402.44044044044,"original",0
139.18018018018,"original",0
720.554554554555,"original",1
284.405405405405,"original",0
522.576576576577,"original",1
326.432432432432,"original",0
411,"original",0
236.276276276276,"original",0
689.405405405405,"original",1
372.937937937938,"original",0
124.540540540541,"original",0
249.239239239239,"original",0
638.948948948949,"original",1
518.3003003003,"original",1
433.843843843844,"original",0
338.351351351351,"original",0
730.640640640641,"original",1
253.954954954955,"original",0
363.913913913914,"original",0
132.738738738739,"original",0
278.228228228228,"original",0
709.551551551551,"original",1
177.828828828829,"original",0
258.700700700701,"original",0
371.27027027027,"original",0
596.736736736737,"original",1
847.88988988989,"original",1
130.396396396396,"original",0
414.904904904905,"original",0
360.486486486486,"original",0
605.023023023023,"original",1
455.225225225225,"original",0
235.325325325325,"original",0
395.075075075075,"original",1
461.92992992993,"original",1
484.216216216216,"original",1
530.06006006006,"original",1
636.752752752753,"original",1
336.062062062062,"original",0
748.52052052052,"original",1
358.814814814815,"original",0
573.543543543544,"original",1
319.054054054054,"original",0
480.243243243243,"original",0
518.3003003003,"original",1
789.781781781782,"original",1
166.991991991992,"original",0
355.981981981982,"original",0
500.126126126126,"original",1
354.675675675676,"original",1
357.681681681682,"original",0
702.216216216216,"original",1
376.945945945946,"original",0
367.229229229229,"original",0
479.813813813814,"original",1
123.954954954955,"original",0
208.308308308308,"original",0
187.967967967968,"original",0
673.791791791792,"original",1
261.483483483483,"original",0
136.837837837838,"original",0
216.477477477477,"original",0
566.724724724725,"original",1
340.3003003003,"original",0
359.381381381381,"original",0
489.435435435435,"original",0
538.818818818819,"original",1
560.512512512513,"original",1
375.577577577578,"original",0
218.478478478478,"original",0
454.135135135135,"original",1
302.027027027027,"original",0
219.74974974975,"original",0
472.297297297297,"original",1
728.806806806807,"original",1
356.336336336336,"original",0
593.66966966967,"original",1
229.91991991992,"original",0
712.760760760761,"original",1
679.401401401401,"original",1
136.252252252252,"original",0
482.892892892893,"original",0
404.14014014014,"original",0
606.740740740741,"original",1
353.315315315315,"original",0
240.09009009009,"original",0
353.675675675676,"original",0
311.281281281281,"original",1
622.902902902903,"original",1
521.108108108108,"original",0
280.962962962963,"original",0
698.09009009009,"original",1
672.780780780781,"original",1
172.077077077077,"original",0
709.129129129129,"original",1
285.777777777778,"original",0
145.036036036036,"original",0
380.586586586587,"original",0
658.34034034034,"original",1
176.072072072072,"original",0
778.388388388388,"original",1
274.783783783784,"original",0
678.348348348348,"original",1
632.072072072072,"original",1
413.97997997998,"original",0
755.221221221221,"original",1
691.213213213213,"original",1
138.009009009009,"original",0
689.405405405405,"original",1
503.867867867868,"original",1
627.275275275275,"original",1
130.981981981982,"original",0
372.978978978979,"original",0
310.01001001001,"original",0
439.305305305305,"original",1
829.987987987988,"original",1
561.063063063063,"original",1
152.648648648649,"original",0
414.600600600601,"original",0
666.238238238238,"original",1
261.066066066066,"original",0
651.785785785786,"original",1
345.523523523524,"original",0
257.587587587588,"original",0
202.587587587588,"original",0
600.422422422422,"original",1
129.810810810811,"original",0
385.459459459459,"original",0
504,"original",1
370.135135135135,"original",0
343.063063063063,"original",0
386.01001001001,"original",0
647.65965965966,"original",1
692.13013013013,"original",1
205.765765765766,"original",0
701.757757757758,"original",1
670.45045045045,"original",1
448.332332332332,"original",1
142.693693693694,"original",0
269.275275275275,"original",0
699.409409409409,"original",1
140.351351351351,"original",0
687.545545545546,"original",1
621.985985985986,"original",1
349.135135135135,"original",0
382.044044044044,"original",0
278.18018018018,"original",0
657.287287287287,"original",1
548.768768768769,"original",1
620.610610610611,"original",1
542.948948948949,"original",1
307.135135135135,"original",0
757.771771771772,"original",1
575.495495495496,"original",1
242.243243243243,"original",0
786.572572572573,"original",1
509.27027027027,"original",1
255.361361361361,"original",0
130.396396396396,"original",0
470.192192192192,"original",0
159.09009009009,"original",0
366.746746746747,"original",0
402.306306306306,"original",0
332.108108108108,"original",0
362.189189189189,"original",0
628.854854854855,"original",1
698.972972972973,"original",1
323.594594594595,"original",0
608.232232232232,"original",1
635.6996996997,"original",1
197.738738738739,"original",0
507.075075075075,"original",1
383.743743743744,"original",0
301.111111111111,"original",0
425.756756756757,"original",0
366.387387387387,"original",0
138.594594594595,"original",0
773.735735735736,"original",1
249.239239239239,"original",0
711.385385385385,"original",1
273.727727727728,"original",0
248.682682682683,"original",0
725.209209209209,"original",1
341.071071071071,"original",0
417.810810810811,"original",0
599.605605605606,"original",1
554.614614614615,"original",0
610.426426426426,"original",1
478.744744744745,"original",1
231.826826826827,"original",0
392.808808808809,"original",0
577.973973973974,"original",1
374.112112112112,"original",0
614.516516516517,"original",1
363.324324324324,"original",0
690.754754754755,"original",1
388.408408408408,"original",0
381.486486486486,"original",0
519.863863863864,"original",1
215.3003003003,"original",0
334.164164164164,"original",0
460.796796796797,"original",0
375.245245245245,"original",0
402.486486486486,"original",0
321.591591591592,"original",0
444.534534534535,"original",1
691.671671671672,"original",1
244.53953953954,"original",0
215.3003003003,"original",0
626.222222222222,"original",1
439.189189189189,"original",0
273.778778778779,"original",0
393.375375375375,"original",0
160,"original",0
281.51951951952,"original",1
385.443443443443,"original",0
582.978978978979,"original",1
686.772772772773,"original",1
658.866866866867,"original",1
358.216216216216,"original",0
310.46046046046,"original",0
147.378378378378,"original",0
361.081081081081,"original",0
229.91991991992,"original",0
526.182182182182,"original",1
484.09009009009,"original",1
184.855855855856,"original",0
681.507507507508,"original",1
353.108108108108,"original",0
285.22022022022,"original",0
664.658658658659,"original",1
599.369369369369,"original",1
284.302302302302,"original",0
386.708708708709,"original",0
303.72972972973,"original",0
286.162162162162,"original",0
792.532532532533,"original",1
675.167167167167,"original",1
469.657657657658,"original",1
260.43043043043,"original",0
159.675675675676,"original",0
643.597597597598,"original",1
357.767767767768,"original",0
295.98998998999,"original",0
661.4994994995,"original",1
600.896896896897,"original",1
390.864864864865,"original",1
418.378378378378,"original",0
286.528528528529,"original",0
379.783783783784,"original",0
125.126126126126,"original",0
145.036036036036,"original",0
144.45045045045,"original",0
177.162162162162,"original",0
151.477477477477,"original",0
730.640640640641,"original",1
181.342342342342,"original",0
400.174174174174,"original",0
623.58958958959,"original",1
225.47047047047,"original",0
633.067067067067,"original",1
741.531531531532,"original",1
518.586586586587,"original",1
662.788788788789,"original",1
466.45045045045,"original",0
694.880880880881,"original",1
352.06006006006,"original",0
253.691691691692,"original",0
326.432432432432,"original",0
655.181181181181,"original",1
408.72972972973,"original",0
138.594594594595,"original",0
686.628628628629,"original",1
633.447447447447,"original",1
138.594594594595,"original",0
729.947947947948,"original",1
372.405405405405,"original",0
362.432432432432,"original",0
302.594594594595,"original",0
240.09009009009,"original",0
651.327327327327,"original",1
596.876876876877,"original",1
610.774774774775,"original",1
371.27027027027,"original",0
406.459459459459,"original",0
699.935935935936,"original",1
552.510510510511,"original",1
668.344344344344,"original",1
221.021021021021,"original",0
456.830830830831,"original",0
134.495495495496,"original",0
555.717717717718,"original",1
480.882882882883,"original",1
599.97997997998,"original",1
337.783783783784,"original",0
328.443443443443,"original",0
635.281281281281,"original",1
455.75975975976,"original",1
421.137137137137,"original",0
619.861861861862,"original",1
366.18018018018,"original",0
622.01001001001,"original",1
370.568568568569,"original",0
301.746746746747,"original",0
520.286286286286,"original",1
174.61961961962,"original",0
430.676676676677,"original",0
618.850850850851,"original",1
512.594594594595,"original",1
762.274274274274,"original",1
598.604604604605,"original",1
